Id,Predicted
0,0.9999931813
1,0.987004132
2,0.001009985333
3,0.9997842073
4,0.06811105373
5,0.03424745451
6,0.0001371523068
7,0.0744119086
8,0.99999588
9,0.9998656353
10,0.01160670684
11,0.99999873
12,0.9979013807
13,0.01313994712
14,0.0002326256817
15,0.004003049995
16,0.03104334707
17,0.9955657847
18,0.1729289913
19,0.001123732324
20,0.9985925893
21,0.0004412412719
22,0.02577604797
23,0.99999812
24,0.9997842013
25,0.001231469707
26,0.02455401845
27,0.0001432339619
28,0.9900766533
29,0.119841758
30,0.07048043567
31,0.000287832816
32,0.06574483643
33,0.000824278586
34,0.0002078726283
35,0.02478292971
36,0.01326444947
37,0.0006798636347
38,0.9992144987
39,0.99999804
40,0.01439065549
41,0.99999375
42,0.00038020827
43,0.005273588278
44,0.755771612
45,0.9997712267
46,0.99559104
47,0.4772339093
48,0.02559633847
49,0.1211634243
50,0.001032883325
51,0.00090525671
52,0.3287919915
53,0.0003948812348
54,0.9962319673
55,0.49352517
56,0.000274567458
57,0.0446872988
58,0.09269727253
59,0.006505119428
60,0.0005128411109
61,0.9996415093
62,0.001651690409
63,0.9889300673
64,0.9976831173
65,0.1290104908
66,0.0004256538717
67,0.1108086159
68,0.0718072916
69,0.08154820373
70,0.001475880547
71,0.9999761753
72,0.1637097964
73,0.0004401961973
74,0.99999622
75,0.0001412844479
76,0.989793672
77,0.0009226361827
78,0.01204651192
79,0.0004235248652
80,0.0005373736173
81,0.0008912104419
82,0.9998828047
83,0.9982546907
84,0.9991129067
85,0.0503760584
86,0.9980691673
87,0.000920872906
88,0.9991097787
89,0.999998856
90,0.03937237426
91,0.989924054
92,0.3257391067
93,0.999998546
94,0.0005227981733
95,0.9886308633
96,0.8003140807
97,0.498172006
98,0.9969518133
99,0.0003889481227
100,0.999998686
101,0.0001256000716
102,0.000333468116
103,0.0008761386267
104,0.0002214381264
105,0.005326520911
106,0.9905314147
107,0.01159410475
108,0.0009981552833
109,0.0006179649879
110,0.2883960144
111,0.999965168
112,0.4711262196
113,0.0557255284
114,0.0252948086
115,0.9752954247
116,0.99886472
117,0.0001801489881
118,0.0472252688
119,0.001400338097
120,0.999995208
121,0.99950848
122,0.0003529349943
123,0.0005865080335
124,0.9931179973
125,0.2651356334
126,0.02823645683
127,0.9991608213
128,0.9975404227
129,0.01597793687
130,0.0006484274828
131,0.1363203455
132,0.3472499009
133,0.4545658004
134,0.9999688173
135,0.525834838
136,0.000960133486
137,0.9245413647
138,0.004918666691
139,0.03062499379
140,0.0784300008
141,0.08669859944
142,0.9984860507
143,0.9499991913
144,0.2887159711
145,0.1637843715
146,0.0002965542612
147,0.999998854
148,0.003858580069
149,0.3941575291
150,0.0466438516
151,0.9990981827
152,0.0003392253525
153,0.0645326626
154,0.000246125462
155,0.01499568622
156,0.001448013383
157,0.01910306356
158,0.9999423867
159,0.9955099707
160,0.01356290142
161,0.0004457851287
162,0.98087238
163,0.9984276027
164,0.0002066718766
165,0.001101068659
166,0.0001535052131
167,0.8819253293
168,0.1388192048
169,0.000198500815
170,0.9994236
171,0.1959283455
172,0.2003338287
173,0.3394899992
174,0.2446358627
175,0.0003140067474
176,0.02005391663
177,0.04107426057
178,0.001338930911
179,0.99999472
180,0.001416567953
181,0.9991670427
182,0.0002986426298
183,0.999994968
184,0.9054482687
185,0.0003307935702
186,0.9993894267
187,0.999998594
188,0.03000515689
189,0.9989483387
190,0.0003756868697
191,0.0003549915772
192,0.0002036358242
193,0.9887112607
194,0.0006935596536
195,0.01096372001
196,0.0001766044897
197,0.999544802
198,0.99999771
199,0.0002221818883
200,0.9994459333
201,0.9882930007
202,0.999253046
203,0.0003427565087
204,0.0005436639053
205,0.0005215352207
206,0.994719738
207,0.99999888
208,0.9984869447
209,0.1659037183
210,0.0001515924786
211,0.9744205067
212,0.001250544709
213,0.0003343423187
214,0.005587518299
215,0.02598407067
216,0.0002580702111
217,0.0001741189798
218,0.0008113694195
219,0.08734685475
220,0.9993764613
221,0.0005706806987
222,0.9999702787
223,0.0006171643763
224,0.0143439508
225,0.9992737333
226,0.0005791306387
227,0.0002359864268
228,0.01836699268
229,0.0001910680332
230,0.04136879011
231,0.9990125333
232,0.9038306533
233,0.0007179641577
234,0.0003375840128
235,0.0006870746588
236,0.4860192373
237,0.9963162133
238,0.0004194353351
239,0.9980025653
240,0.9995378727
241,0.759725906
242,0.9950746867
243,0.01013148818
244,0.998725412
245,0.001253281032
246,0.9999704273
247,0.999798422
248,0.9993887947
249,0.0001577550727
250,0.99999842
251,0.99999846
252,0.09374807655
253,0.9999982
254,0.0003332758753
255,0.2990462452
256,0.0007030149273
257,0.0100834659
258,0.02715064143
259,0.3306610227
260,0.02172667769
261,0.9995873473
262,0.0001604436968
263,0.0006174999
264,0.09447678153
265,0.999543882
266,0.999608148
267,0.002522120935
268,0.1519987169
269,0.02741868889
270,0.0004418710887
271,0.07039124
272,0.9965717067
273,0.1344987387
274,0.0001188264959
275,0.9997802487
276,0.972050662
277,0.5601545813
278,0.9981949887
279,0.00018897643
280,0.666315647
281,0.1689948052
282,0.0126854075
283,0.999994932
284,0.9994483993
285,0.001108092061
286,0.9997932247
287,0.804545466
288,0.99999408
289,0.9995211773
290,0.998466572
291,0.02724333807
292,0.9980969687
293,0.0007129888449
294,0.0026227276
295,0.0002311839021
296,0.000228939452
